invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,day_name,month_name,year,shift
6184,WALM065,Texas City,Electronic accessories,28.0,1.0,2022-11-15,17:34:00,Credit card,6.0,0.33,28.0,Tuesday,November,2022,Evening
6185,WALM082,Weslaco,Electronic accessories,68.0,3.0,2023-11-25,18:07:00,Cash,7.0,0.33,204.0,Saturday,November,2023,Evening
6186,WALM030,Richardson,Electronic accessories,28.0,3.0,2021-11-26,15:42:00,Credit card,4.0,0.48,84.0,Friday,November,2021,Afternoon
6187,WALM025,Waco,Electronic accessories,42.0,3.0,2020-11-30,20:19:00,Credit card,3.0,0.48,126.0,Monday,November,2020,Evening
6188,WALM029,Round Rock,Electronic accessories,40.0,3.0,2022-12-28,20:11:00,Credit card,4.0,0.48,120.0,Wednesday,December,2022,Evening
6189,WALM009,Plano,Electronic accessories,23.0,3.0,2022-11-19,15:08:00,Credit card,4.0,0.48,69.0,Saturday,November,2022,Afternoon
6190,WALM046,Temple,Electronic accessories,60.0,3.0,2021-11-22,17:35:00,Credit card,4.0,0.48,180.0,Monday,November,2021,Evening
6191,WALM050,Victoria,Electronic accessories,81.0,3.0,2021-12-01,18:53:00,Ewallet,6.0,0.48,243.0,Wednesday,December,2021,Evening
6192,WALM032,Tyler,Electronic accessories,55.0,3.0,2020-12-25,17:20:00,Credit card,7.0,0.48,165.0,Friday,December,2020,Evening
6193,WALM065,Texas City,Electronic accessories,32.0,2.0,2022-12-13,16:01:00,Credit card,3.0,0.33,64.0,Tuesday,December,2022,Afternoon
6194,WALM055,Waxahachie,Electronic accessories,43.0,1.0,2022-12-07,20:24:00,Credit card,7.0,0.33,43.0,Wednesday,December,2022,Evening
6195,WALM055,Waxahachie,Electronic accessories,43.0,3.0,2021-11-29,20:32:00,Credit card,6.0,0.33,129.0,Monday,November,2021,Evening
6196,WALM069,Rockwall,Electronic accessories,18.0,3.0,2023-12-08,20:43:00,Credit card,7.0,0.33,54.0,Friday,December,2023,Evening
6197,WALM032,Tyler,Electronic accessories,56.0,2.0,2023-11-08,20:24:00,Credit card,6.0,0.48,112.0,Wednesday,November,2023,Evening
6198,WALM086,Rosenberg,Electronic accessories,65.0,2.0,2021-11-11,19:52:00,Credit card,6.0,0.33,130.0,Thursday,November,2021,Evening
6199,WALM073,Seguin,Electronic accessories,18.0,3.0,2020-11-24,15:56:00,Credit card,3.0,0.33,54.0,Tuesday,November,2020,Afternoon
6200,WALM075,San Marcos,Electronic accessories,35.0,1.0,2022-12-04,19:33:00,Credit card,3.0,0.33,35.0,Sunday,December,2022,Evening
6201,WALM032,Tyler,Electronic accessories,33.0,2.0,2021-12-12,19:26:00,Credit card,7.0,0.48,66.0,Sunday,December,2021,Evening
6202,WALM003,San Antonio,Electronic accessories,67.0,3.0,2023-12-03,19:16:00,Credit card,4.0,0.48,201.0,Sunday,December,2023,Evening
6203,WALM086,Rosenberg,Electronic accessories,21.0,2.0,2023-12-07,20:38:00,Credit card,7.0,0.33,42.0,Thursday,December,2023,Evening
6204,WALM075,San Marcos,Electronic accessories,65.0,2.0,2021-12-02,19:53:00,Credit card,7.0,0.33,130.0,Thursday,December,2021,Evening
6205,WALM082,Weslaco,Electronic accessories,79.0,1.0,2023-12-18,17:58:00,Cash,6.0,0.33,79.0,Monday,December,2023,Evening
6206,WALM089,Southlake,Electronic accessories,74.0,3.0,2020-11-22,16:44:00,Credit card,4.0,0.33,222.0,Sunday,November,2020,Afternoon
6207,WALM073,Seguin,Electronic accessories,37.0,3.0,2022-11-30,18:48:00,Credit card,5.0,0.33,111.0,Wednesday,November,2022,Evening
6208,WALM087,Waxahachie,Electronic accessories,45.0,2.0,2023-12-04,16:14:00,Credit card,7.0,0.33,90.0,Monday,December,2023,Afternoon
6209,WALM082,Weslaco,Electronic accessories,19.0,1.0,2021-11-15,17:36:00,Cash,4.0,0.33,19.0,Monday,November,2021,Evening
6210,WALM056,Rowlett,Electronic accessories,46.0,1.0,2021-11-20,16:04:00,Credit card,3.0,0.33,46.0,Saturday,November,2021,Afternoon
6211,WALM075,San Marcos,Electronic accessories,37.0,3.0,2023-12-09,15:03:00,Credit card,4.0,0.33,111.0,Saturday,December,2023,Afternoon
6212,WALM025,Waco,Electronic accessories,33.0,3.0,2022-11-19,15:24:00,Credit card,7.0,0.48,99.0,Saturday,November,2022,Afternoon
6213,WALM073,Seguin,Electronic accessories,84.0,2.0,2021-11-07,15:26:00,Credit card,7.0,0.33,168.0,Sunday,November,2021,Afternoon
6214,WALM046,Temple,Electronic accessories,68.0,3.0,2022-11-05,19:10:00,Credit card,4.0,0.48,204.0,Saturday,November,2022,Evening
6215,WALM009,Plano,Electronic accessories,67.0,2.0,2020-12-14,17:30:00,Credit card,6.0,0.48,134.0,Monday,December,2020,Evening
6216,WALM035,San Angelo,Electronic accessories,85.0,2.0,2022-12-24,20:10:00,Credit card,7.0,0.48,170.0,Saturday,December,2022,Evening
6217,WALM003,San Antonio,Electronic accessories,68.0,3.0,2023-11-25,16:17:00,Credit card,4.0,0.48,204.0,Saturday,November,2023,Afternoon
6218,WALM032,Tyler,Electronic accessories,44.0,1.0,2021-11-22,15:40:00,Credit card,5.0,0.48,44.0,Monday,November,2021,Afternoon
6219,WALM038,Sugar Land,Electronic accessories,22.0,1.0,2020-12-20,15:20:00,Credit card,4.0,0.48,22.0,Sunday,December,2020,Afternoon
6220,WALM082,Weslaco,Electronic accessories,71.0,1.0,2021-12-28,17:58:00,Cash,3.0,0.33,71.0,Tuesday,December,2021,Evening
6221,WALM025,Waco,Electronic accessories,30.0,2.0,2021-12-09,16:19:00,Credit card,4.0,0.48,60.0,Thursday,December,2021,Afternoon
6222,WALM056,Rowlett,Electronic accessories,47.0,3.0,2020-11-29,17:06:00,Credit card,7.0,0.33,141.0,Sunday,November,2020,Evening
6223,WALM029,Round Rock,Electronic accessories,79.0,2.0,2023-12-13,19:44:00,Credit card,5.0,0.48,158.0,Wednesday,December,2023,Evening
6224,WALM054,Sherman,Electronic accessories,72.0,1.0,2023-12-12,16:36:00,Credit card,4.0,0.33,72.0,Tuesday,December,2023,Afternoon
6225,WALM056,Rowlett,Electronic accessories,45.0,3.0,2020-12-29,17:13:00,Credit card,6.0,0.33,135.0,Tuesday,December,2020,Evening
6226,WALM009,Plano,Electronic accessories,44.0,2.0,2023-12-31,15:33:00,Credit card,7.0,0.48,88.0,Sunday,December,2023,Afternoon
6227,WALM082,Weslaco,Electronic accessories,23.0,2.0,2022-12-15,15:58:00,Cash,6.0,0.33,46.0,Thursday,December,2022,Afternoon
6228,WALM073,Seguin,Electronic accessories,77.0,3.0,2021-11-07,20:07:00,Credit card,7.0,0.33,231.0,Sunday,November,2021,Evening
6229,WALM099,Weatherford,Electronic accessories,48.0,1.0,2022-12-24,18:00:00,Credit card,6.0,0.18,48.0,Saturday,December,2022,Evening
6230,WALM054,Sherman,Electronic accessories,72.0,2.0,2022-11-20,16:28:00,Credit card,3.0,0.33,144.0,Sunday,November,2022,Afternoon
6231,WALM073,Seguin,Electronic accessories,68.0,3.0,2020-11-05,20:53:00,Credit card,4.0,0.33,204.0,Thursday,November,2020,Evening
6232,WALM065,Texas City,Electronic accessories,45.0,3.0,2023-11-07,18:41:00,Credit card,3.0,0.33,135.0,Tuesday,November,2023,Evening
6233,WALM087,Waxahachie,Electronic accessories,62.0,3.0,2021-12-01,20:23:00,Credit card,6.0,0.33,186.0,Wednesday,December,2021,Evening
6234,WALM089,Southlake,Electronic accessories,56.0,2.0,2023-11-07,16:16:00,Credit card,6.0,0.33,112.0,Tuesday,November,2023,Afternoon
6235,WALM087,Waxahachie,Electronic accessories,65.0,1.0,2021-12-26,19:16:00,Credit card,4.0,0.33,65.0,Sunday,December,2021,Evening
6236,WALM050,Victoria,Electronic accessories,82.0,2.0,2020-11-01,19:33:00,Ewallet,3.0,0.48,164.0,Sunday,November,2020,Evening
6237,WALM069,Rockwall,Electronic accessories,50.0,1.0,2023-11-09,18:37:00,Credit card,3.0,0.33,50.0,Thursday,November,2023,Evening
6238,WALM032,Tyler,Electronic accessories,73.0,3.0,2020-12-21,17:24:00,Credit card,5.0,0.48,219.0,Monday,December,2020,Evening
6239,WALM046,Temple,Electronic accessories,37.0,1.0,2023-11-18,19:04:00,Credit card,6.0,0.48,37.0,Saturday,November,2023,Evening
6240,WALM032,Tyler,Electronic accessories,56.0,1.0,2022-12-22,16:03:00,Credit card,6.0,0.48,56.0,Thursday,December,2022,Afternoon
6241,WALM087,Waxahachie,Electronic accessories,81.0,3.0,2022-12-02,17:43:00,Credit card,6.0,0.33,243.0,Friday,December,2022,Evening
6242,WALM074,Weslaco,Electronic accessories,71.0,2.0,2023-12-30,19:59:00,Cash,3.0,0.33,142.0,Saturday,December,2023,Evening
6243,WALM038,Sugar Land,Electronic accessories,54.0,3.0,2023-12-05,15:45:00,Credit card,5.0,0.48,162.0,Tuesday,December,2023,Afternoon
6244,WALM082,Weslaco,Electronic accessories,20.0,3.0,2020-11-15,18:25:00,Cash,4.0,0.33,60.0,Sunday,November,2020,Evening
6245,WALM082,Weslaco,Electronic accessories,25.0,3.0,2021-11-30,17:39:00,Cash,7.0,0.33,75.0,Tuesday,November,2021,Evening
6246,WALM069,Rockwall,Electronic accessories,52.0,1.0,2020-12-31,20:11:00,Credit card,5.0,0.33,52.0,Thursday,December,2020,Evening
6247,WALM032,Tyler,Electronic accessories,48.0,3.0,2021-12-14,20:16:00,Credit card,3.0,0.48,144.0,Tuesday,December,2021,Evening
6248,WALM046,Temple,Electronic accessories,55.0,3.0,2023-12-06,20:30:00,Credit card,7.0,0.48,165.0,Wednesday,December,2023,Evening
6249,WALM009,Plano,Electronic accessories,18.0,1.0,2020-12-22,20:16:00,Credit card,5.0,0.48,18.0,Tuesday,December,2020,Evening
6250,WALM029,Round Rock,Electronic accessories,78.0,3.0,2023-12-10,19:23:00,Credit card,7.0,0.48,234.0,Sunday,December,2023,Evening
6251,WALM089,Southlake,Electronic accessories,34.0,1.0,2020-12-08,17:52:00,Credit card,5.0,0.33,34.0,Tuesday,December,2020,Evening
6252,WALM029,Round Rock,Electronic accessories,24.0,3.0,2020-12-24,15:31:00,Credit card,6.0,0.48,72.0,Thursday,December,2020,Afternoon
6253,WALM074,Weslaco,Electronic accessories,16.0,1.0,2022-11-23,16:14:00,Cash,3.0,0.33,16.0,Wednesday,November,2022,Afternoon
6254,WALM050,Victoria,Electronic accessories,70.0,3.0,2022-12-23,15:37:00,Ewallet,6.0,0.48,210.0,Friday,December,2022,Afternoon
6255,WALM089,Southlake,Electronic accessories,50.0,2.0,2022-12-19,20:31:00,Credit card,7.0,0.33,100.0,Monday,December,2022,Evening
6256,WALM069,Rockwall,Electronic accessories,57.0,3.0,2021-11-13,17:52:00,Credit card,3.0,0.33,171.0,Saturday,November,2021,Evening
6257,WALM075,San Marcos,Electronic accessories,29.0,3.0,2023-11-15,18:05:00,Credit card,5.0,0.33,87.0,Wednesday,November,2023,Evening
6258,WALM029,Round Rock,Electronic accessories,57.0,2.0,2022-12-22,17:02:00,Credit card,6.0,0.48,114.0,Thursday,December,2022,Evening
6259,WALM035,San Angelo,Electronic accessories,36.0,3.0,2023-12-23,18:54:00,Credit card,7.0,0.48,108.0,Saturday,December,2023,Evening
6260,WALM058,Port Arthur,Electronic accessories,65.0,3.0,2021-11-04,20:44:00,Credit card,3.0,0.33,195.0,Thursday,November,2021,Evening
6261,WALM082,Weslaco,Electronic accessories,67.0,2.0,2022-12-09,20:53:00,Cash,6.0,0.33,134.0,Friday,December,2022,Evening
6262,WALM054,Sherman,Electronic accessories,45.0,2.0,2021-12-03,15:51:00,Credit card,4.0,0.33,90.0,Friday,December,2021,Afternoon
6263,WALM009,Plano,Electronic accessories,70.0,1.0,2022-11-14,16:09:00,Credit card,4.0,0.48,70.0,Monday,November,2022,Afternoon
6264,WALM055,Waxahachie,Electronic accessories,61.0,3.0,2020-12-21,15:56:00,Credit card,7.0,0.33,183.0,Monday,December,2020,Afternoon
6265,WALM003,San Antonio,Electronic accessories,29.0,3.0,2022-11-03,16:57:00,Credit card,5.0,0.48,87.0,Thursday,November,2022,Afternoon
6266,WALM035,San Angelo,Electronic accessories,57.0,1.0,2022-12-03,17:36:00,Credit card,6.0,0.48,57.0,Saturday,December,2022,Evening
6267,WALM075,San Marcos,Electronic accessories,47.0,1.0,2020-11-16,17:06:00,Credit card,4.0,0.33,47.0,Monday,November,2020,Evening
6268,WALM075,San Marcos,Electronic accessories,34.0,2.0,2022-12-09,18:56:00,Credit card,6.0,0.33,68.0,Friday,December,2022,Evening
6269,WALM030,Richardson,Electronic accessories,46.0,1.0,2023-12-20,17:28:00,Credit card,4.0,0.48,46.0,Wednesday,December,2023,Evening
6270,WALM030,Richardson,Electronic accessories,15.0,2.0,2021-12-29,20:17:00,Credit card,5.0,0.48,30.0,Wednesday,December,2021,Evening
6271,WALM099,Weatherford,Electronic accessories,73.0,1.0,2020-11-15,18:25:00,Credit card,7.0,0.18,73.0,Sunday,November,2020,Evening
6272,WALM038,Sugar Land,Electronic accessories,38.0,3.0,2020-11-08,16:20:00,Credit card,7.0,0.48,114.0,Sunday,November,2020,Afternoon
6273,WALM074,Weslaco,Electronic accessories,80.0,2.0,2023-11-15,19:18:00,Cash,3.0,0.33,160.0,Wednesday,November,2023,Evening
6274,WALM055,Waxahachie,Electronic accessories,82.0,3.0,2023-11-29,18:49:00,Credit card,3.0,0.33,246.0,Wednesday,November,2023,Evening
6275,WALM086,Rosenberg,Electronic accessories,76.0,2.0,2021-12-05,20:46:00,Credit card,4.0,0.33,152.0,Sunday,December,2021,Evening
6276,WALM099,Weatherford,Electronic accessories,75.0,1.0,2021-12-18,20:12:00,Credit card,5.0,0.18,75.0,Saturday,December,2021,Evening
6277,WALM032,Tyler,Electronic accessories,65.0,3.0,2023-12-12,16:31:00,Credit card,3.0,0.48,195.0,Tuesday,December,2023,Afternoon
6278,WALM074,Weslaco,Electronic accessories,22.0,2.0,2022-11-07,17:26:00,Cash,3.0,0.33,44.0,Monday,November,2022,Evening
6279,WALM089,Southlake,Electronic accessories,19.0,3.0,2023-12-06,15:05:00,Credit card,7.0,0.33,57.0,Wednesday,December,2023,Afternoon
6280,WALM065,Texas City,Electronic accessories,20.0,3.0,2020-11-21,15:54:00,Credit card,3.0,0.33,60.0,Saturday,November,2020,Afternoon
6281,WALM065,Texas City,Electronic accessories,49.0,2.0,2021-11-18,20:27:00,Credit card,6.0,0.33,98.0,Thursday,November,2021,Evening
6282,WALM086,Rosenberg,Electronic accessories,49.0,2.0,2022-12-24,17:03:00,Credit card,7.0,0.33,98.0,Saturday,December,2022,Evening
6283,WALM086,Rosenberg,Electronic accessories,43.0,3.0,2020-12-25,19:47:00,Credit card,5.0,0.33,129.0,Friday,December,2020,Evening
6284,WALM084,Schertz,Electronic accessories,38.0,3.0,2022-11-01,17:37:00,Credit card,7.0,0.33,114.0,Tuesday,November,2022,Evening
6285,WALM009,Plano,Electronic accessories,77.0,2.0,2023-11-11,19:53:00,Credit card,7.0,0.48,154.0,Saturday,November,2023,Evening
6286,WALM050,Victoria,Electronic accessories,58.0,1.0,2023-11-17,17:03:00,Ewallet,5.0,0.48,58.0,Friday,November,2023,Evening
6287,WALM082,Weslaco,Electronic accessories,59.0,2.0,2022-12-01,17:47:00,Cash,5.0,0.33,118.0,Thursday,December,2022,Evening
6288,WALM029,Round Rock,Electronic accessories,76.0,2.0,2022-11-01,15:24:00,Credit card,5.0,0.48,152.0,Tuesday,November,2022,Afternoon
6289,WALM029,Round Rock,Electronic accessories,75.0,3.0,2022-12-02,18:00:00,Credit card,6.0,0.48,225.0,Friday,December,2022,Evening
6290,WALM089,Southlake,Electronic accessories,40.0,3.0,2020-11-25,20:22:00,Credit card,3.0,0.33,120.0,Wednesday,November,2020,Evening
6291,WALM089,Southlake,Electronic accessories,45.0,1.0,2020-11-09,17:13:00,Credit card,7.0,0.33,45.0,Monday,November,2020,Evening
6292,WALM025,Waco,Electronic accessories,49.0,2.0,2021-11-25,15:38:00,Credit card,3.0,0.48,98.0,Thursday,November,2021,Afternoon
6293,WALM035,San Angelo,Electronic accessories,64.0,1.0,2023-11-08,18:02:00,Credit card,7.0,0.48,64.0,Wednesday,November,2023,Evening
6294,WALM058,Port Arthur,Electronic accessories,48.0,1.0,2022-11-23,18:02:00,Credit card,6.0,0.33,48.0,Wednesday,November,2022,Evening
6295,WALM086,Rosenberg,Electronic accessories,19.0,1.0,2021-11-03,17:35:00,Credit card,3.0,0.33,19.0,Wednesday,November,2021,Evening
6296,WALM003,San Antonio,Electronic accessories,48.0,2.0,2022-11-09,16:25:00,Credit card,5.0,0.48,96.0,Wednesday,November,2022,Afternoon
6297,WALM073,Seguin,Electronic accessories,52.0,3.0,2021-12-19,19:01:00,Credit card,7.0,0.33,156.0,Sunday,December,2021,Evening
6298,WALM074,Weslaco,Electronic accessories,61.0,3.0,2020-11-21,16:47:00,Cash,4.0,0.33,183.0,Saturday,November,2020,Afternoon
6299,WALM087,Waxahachie,Electronic accessories,74.0,2.0,2020-12-01,16:08:00,Credit card,5.0,0.33,148.0,Tuesday,December,2020,Afternoon
6300,WALM009,Plano,Electronic accessories,69.0,1.0,2023-12-07,19:49:00,Credit card,7.0,0.48,69.0,Thursday,December,2023,Evening
6301,WALM035,San Angelo,Electronic accessories,69.0,2.0,2022-11-07,19:10:00,Credit card,3.0,0.48,138.0,Monday,November,2022,Evening
6302,WALM003,San Antonio,Electronic accessories,48.0,3.0,2020-11-27,15:44:00,Credit card,6.0,0.48,144.0,Friday,November,2020,Afternoon
6303,WALM009,Plano,Electronic accessories,21.0,1.0,2022-12-13,16:28:00,Credit card,7.0,0.48,21.0,Tuesday,December,2022,Afternoon
6304,WALM055,Waxahachie,Electronic accessories,26.0,2.0,2023-11-20,19:01:00,Credit card,6.0,0.33,52.0,Monday,November,2023,Evening
6305,WALM069,Rockwall,Electronic accessories,22.0,3.0,2020-12-31,17:07:00,Credit card,7.0,0.33,66.0,Thursday,December,2020,Evening
6306,WALM086,Rosenberg,Electronic accessories,15.0,3.0,2020-11-01,16:33:00,Credit card,5.0,0.33,45.0,Sunday,November,2020,Afternoon
6307,WALM075,San Marcos,Electronic accessories,57.0,2.0,2020-11-29,20:52:00,Credit card,3.0,0.33,114.0,Sunday,November,2020,Evening
6308,WALM046,Temple,Electronic accessories,84.0,1.0,2022-12-18,17:29:00,Credit card,6.0,0.48,84.0,Sunday,December,2022,Evening
6309,WALM054,Sherman,Electronic accessories,57.0,1.0,2022-11-02,15:37:00,Credit card,7.0,0.33,57.0,Wednesday,November,2022,Afternoon
6310,WALM075,San Marcos,Electronic accessories,51.0,3.0,2023-11-16,20:03:00,Credit card,3.0,0.33,153.0,Thursday,November,2023,Evening
6311,WALM035,San Angelo,Electronic accessories,41.0,1.0,2021-11-02,17:58:00,Credit card,6.0,0.48,41.0,Tuesday,November,2021,Evening
6312,WALM056,Rowlett,Electronic accessories,32.0,2.0,2023-12-03,17:37:00,Credit card,7.0,0.33,64.0,Sunday,December,2023,Evening
6313,WALM054,Sherman,Electronic accessories,74.0,1.0,2022-11-13,16:00:00,Credit card,3.0,0.33,74.0,Sunday,November,2022,Afternoon
6314,WALM009,Plano,Electronic accessories,60.0,1.0,2022-11-30,21:00:00,Credit card,5.0,0.48,60.0,Wednesday,November,2022,Evening
6315,WALM054,Sherman,Electronic accessories,77.0,3.0,2020-12-02,19:04:00,Credit card,3.0,0.33,231.0,Wednesday,December,2020,Evening
6316,WALM084,Schertz,Electronic accessories,72.0,3.0,2021-12-14,19:37:00,Credit card,3.0,0.33,216.0,Tuesday,December,2021,Evening
6317,WALM035,San Angelo,Electronic accessories,68.0,1.0,2023-12-05,16:56:00,Credit card,7.0,0.48,68.0,Tuesday,December,2023,Afternoon
6318,WALM003,San Antonio,Electronic accessories,61.0,3.0,2023-12-03,16:31:00,Credit card,4.0,0.48,183.0,Sunday,December,2023,Afternoon
6319,WALM087,Waxahachie,Electronic accessories,71.0,1.0,2020-11-01,16:14:00,Credit card,7.0,0.33,71.0,Sunday,November,2020,Afternoon
6320,WALM056,Rowlett,Electronic accessories,27.0,3.0,2021-11-22,15:03:00,Credit card,6.0,0.33,81.0,Monday,November,2021,Afternoon
6321,WALM075,San Marcos,Electronic accessories,31.0,3.0,2023-12-02,17:14:00,Credit card,3.0,0.33,93.0,Saturday,December,2023,Evening
6322,WALM003,San Antonio,Electronic accessories,50.0,3.0,2023-11-14,18:31:00,Credit card,4.0,0.48,150.0,Tuesday,November,2023,Evening
6323,WALM086,Rosenberg,Electronic accessories,70.0,3.0,2021-12-23,15:22:00,Credit card,6.0,0.33,210.0,Thursday,December,2021,Afternoon
6324,WALM035,San Angelo,Electronic accessories,25.0,3.0,2022-11-19,16:00:00,Credit card,4.0,0.48,75.0,Saturday,November,2022,Afternoon
6325,WALM073,Seguin,Electronic accessories,19.0,1.0,2023-11-09,20:03:00,Credit card,3.0,0.33,19.0,Thursday,November,2023,Evening
6326,WALM025,Waco,Electronic accessories,56.0,1.0,2021-11-05,17:07:00,Credit card,7.0,0.48,56.0,Friday,November,2021,Evening
6327,WALM046,Temple,Electronic accessories,42.0,3.0,2023-11-19,20:40:00,Credit card,5.0,0.48,126.0,Sunday,November,2023,Evening
6328,WALM073,Seguin,Electronic accessories,36.0,1.0,2020-11-23,17:13:00,Credit card,7.0,0.33,36.0,Monday,November,2020,Evening
6329,WALM069,Rockwall,Electronic accessories,82.0,1.0,2023-11-25,16:22:00,Credit card,4.0,0.33,82.0,Saturday,November,2023,Afternoon
6330,WALM003,San Antonio,Electronic accessories,68.0,2.0,2022-12-27,16:19:00,Credit card,5.0,0.48,136.0,Tuesday,December,2022,Afternoon
6331,WALM084,Schertz,Electronic accessories,21.0,2.0,2023-12-01,18:13:00,Credit card,5.0,0.33,42.0,Friday,December,2023,Evening
6332,WALM009,Plano,Electronic accessories,80.0,2.0,2021-12-24,15:40:00,Credit card,7.0,0.48,160.0,Friday,December,2021,Afternoon
6333,WALM086,Rosenberg,Electronic accessories,33.0,3.0,2020-11-13,18:58:00,Credit card,5.0,0.33,99.0,Friday,November,2020,Evening
6334,WALM055,Waxahachie,Electronic accessories,37.0,1.0,2020-12-04,16:48:00,Credit card,6.0,0.33,37.0,Friday,December,2020,Afternoon
6335,WALM073,Seguin,Electronic accessories,23.0,2.0,2022-11-17,16:52:00,Credit card,5.0,0.33,46.0,Thursday,November,2022,Afternoon
6336,WALM087,Waxahachie,Electronic accessories,63.0,3.0,2021-12-29,15:59:00,Credit card,5.0,0.33,189.0,Wednesday,December,2021,Afternoon
6337,WALM099,Weatherford,Electronic accessories,22.0,1.0,2023-12-13,19:00:00,Credit card,6.0,0.18,22.0,Wednesday,December,2023,Evening
6338,WALM009,Plano,Electronic accessories,84.0,1.0,2020-11-15,20:26:00,Credit card,7.0,0.48,84.0,Sunday,November,2020,Evening
6339,WALM084,Schertz,Electronic accessories,19.0,3.0,2021-11-11,17:56:00,Credit card,3.0,0.33,57.0,Thursday,November,2021,Evening
6340,WALM003,San Antonio,Electronic accessories,50.0,2.0,2022-12-02,15:30:00,Credit card,7.0,0.48,100.0,Friday,December,2022,Afternoon
6341,WALM054,Sherman,Electronic accessories,68.0,3.0,2023-11-22,20:25:00,Credit card,7.0,0.33,204.0,Wednesday,November,2023,Evening
6342,WALM074,Weslaco,Electronic accessories,72.0,2.0,2022-12-10,15:59:00,Cash,3.0,0.33,144.0,Saturday,December,2022,Afternoon
6343,WALM069,Rockwall,Electronic accessories,58.0,1.0,2020-12-07,19:38:00,Credit card,6.0,0.33,58.0,Monday,December,2020,Evening
6344,WALM084,Schertz,Electronic accessories,52.0,1.0,2021-11-28,19:33:00,Credit card,7.0,0.33,52.0,Sunday,November,2021,Evening
6345,WALM058,Port Arthur,Electronic accessories,15.0,3.0,2021-12-03,16:35:00,Credit card,4.0,0.33,45.0,Friday,December,2021,Afternoon
6346,WALM056,Rowlett,Electronic accessories,32.0,1.0,2020-11-23,15:42:00,Credit card,3.0,0.33,32.0,Monday,November,2020,Afternoon
6347,WALM084,Schertz,Electronic accessories,81.0,3.0,2022-11-08,15:49:00,Credit card,3.0,0.33,243.0,Tuesday,November,2022,Afternoon
6348,WALM009,Plano,Electronic accessories,26.0,1.0,2022-12-29,17:06:00,Credit card,5.0,0.48,26.0,Thursday,December,2022,Evening
6349,WALM032,Tyler,Electronic accessories,73.0,1.0,2021-11-24,19:03:00,Credit card,3.0,0.48,73.0,Wednesday,November,2021,Evening
6350,WALM087,Waxahachie,Electronic accessories,16.0,3.0,2021-12-01,17:39:00,Credit card,3.0,0.33,48.0,Wednesday,December,2021,Evening
6351,WALM058,Port Arthur,Electronic accessories,33.0,1.0,2021-12-04,16:09:00,Credit card,7.0,0.33,33.0,Saturday,December,2021,Afternoon
6352,WALM029,Round Rock,Electronic accessories,25.0,3.0,2022-11-24,18:34:00,Credit card,7.0,0.48,75.0,Thursday,November,2022,Evening
6353,WALM032,Tyler,Electronic accessories,77.0,3.0,2021-11-13,17:20:00,Credit card,4.0,0.48,231.0,Saturday,November,2021,Evening
6354,WALM089,Southlake,Electronic accessories,75.0,2.0,2020-11-25,15:19:00,Credit card,5.0,0.33,150.0,Wednesday,November,2020,Afternoon
6355,WALM058,Port Arthur,Electronic accessories,43.0,1.0,2020-11-15,19:25:00,Credit card,5.0,0.33,43.0,Sunday,November,2020,Evening
6356,WALM046,Temple,Electronic accessories,57.0,1.0,2021-12-09,18:51:00,Credit card,6.0,0.48,57.0,Thursday,December,2021,Evening
6357,WALM069,Rockwall,Electronic accessories,36.0,3.0,2023-12-15,18:05:00,Credit card,5.0,0.33,108.0,Friday,December,2023,Evening
6358,WALM058,Port Arthur,Electronic accessories,84.0,3.0,2020-12-29,20:30:00,Credit card,3.0,0.33,252.0,Tuesday,December,2020,Evening
6359,WALM099,Weatherford,Electronic accessories,22.0,3.0,2020-11-22,19:44:00,Credit card,5.0,0.18,66.0,Sunday,November,2020,Evening
6360,WALM035,San Angelo,Electronic accessories,37.0,2.0,2022-12-28,20:34:00,Credit card,6.0,0.48,74.0,Wednesday,December,2022,Evening
6361,WALM025,Waco,Electronic accessories,64.0,3.0,2020-11-14,18:49:00,Credit card,6.0,0.48,192.0,Saturday,November,2020,Evening
6362,WALM089,Southlake,Electronic accessories,25.0,1.0,2023-11-06,19:01:00,Credit card,6.0,0.33,25.0,Monday,November,2023,Evening
6363,WALM038,Sugar Land,Electronic accessories,29.0,2.0,2022-12-28,19:46:00,Credit card,4.0,0.48,58.0,Wednesday,December,2022,Evening
6364,WALM075,San Marcos,Electronic accessories,41.0,2.0,2021-11-22,16:03:00,Credit card,4.0,0.33,82.0,Monday,November,2021,Afternoon
6365,WALM082,Weslaco,Electronic accessories,20.0,2.0,2021-12-27,18:27:00,Cash,7.0,0.33,40.0,Monday,December,2021,Evening
6366,WALM074,Weslaco,Electronic accessories,72.0,3.0,2023-11-29,17:31:00,Cash,4.0,0.33,216.0,Wednesday,November,2023,Evening
6367,WALM058,Port Arthur,Electronic accessories,60.0,1.0,2020-11-07,18:25:00,Credit card,5.0,0.33,60.0,Saturday,November,2020,Evening
6368,WALM032,Tyler,Electronic accessories,17.0,1.0,2022-12-30,19:05:00,Credit card,4.0,0.48,17.0,Friday,December,2022,Evening
6369,WALM038,Sugar Land,Electronic accessories,58.0,1.0,2023-12-01,18:52:00,Credit card,5.0,0.48,58.0,Friday,December,2023,Evening
6370,WALM029,Round Rock,Electronic accessories,68.0,3.0,2021-12-04,19:03:00,Credit card,7.0,0.48,204.0,Saturday,December,2021,Evening
